0,1,2,3,4,5,6,7,8,9,year,month,day,hour,minute,second
0.06746667,0.05135,0.09114999,0.11701667,0.061300006,0.043066666,0.021666666,0.06295,0.060216665,0.07586666,0.0,0.0,0.03333333333333333,0.6521739130434783,0.0,0.0
0.06396667,0.045399997,0.08918333,0.09751666,0.06756666,0.04505,0.020333333,0.08196666,0.090283334,0.080800004,0.0,0.0,0.03333333333333333,0.6956521739130435,0.0,0.0
0.06128333,0.0425,0.08203333,0.09583333,0.07128333,0.042966664,0.020466669,0.08625,0.14648333,0.08323333,0.0,0.0,0.03333333333333333,0.7391304347826086,0.0,0.0
0.0662,0.0443,0.089383334,0.100266665,0.07661667,0.05183333,0.022283332,0.14485,0.07021666,0.11669999,0.0,0.0,0.03333333333333333,0.782608695652174,0.0,0.0
0.05643333,0.03468333,0.07745,0.08661666,0.062000003,0.039466668,0.026016667,0.2679,0.058150005,0.11608333,0.0,0.0,0.03333333333333333,0.8260869565217391,0.0,0.0
0.04535,0.028366664,0.058433335,0.062866665,0.051216666,0.02845,0.025116667,0.26476666,0.035666663,0.0699,0.0,0.0,0.03333333333333333,0.8695652173913043,0.0,0.0
0.038983334,0.023316666,0.05335,0.045166668,0.029933333,0.021683333,0.017466666,0.039766666,0.025166666,0.05871667,0.0,0.0,0.03333333333333333,0.9130434782608695,0.0,0.0
0.036283333,0.021333331,0.04385,0.04023333,0.024916666,0.020433333,0.013933334,0.033899996,0.021633334,0.052933335,0.0,0.0,0.03333333333333333,0.9565217391304348,0.0,0.0
0.03155,0.014333333,0.035916667,0.02995,0.022516666,0.016866667,0.0101333335,0.02655,0.01535,0.050449997,0.0,0.0,0.03333333333333333,1.0,0.0,0.0
0.024933333,0.011516665,0.020833334,0.017450001,0.01665,0.0129166655,0.008883334,0.018633334,0.011349999,0.0396,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
0.023166666,0.00615,0.012916666,0.015049998,0.011166667,0.00875,0.007383333,0.0139999995,0.007833333,0.03415,0.0,0.0,0.06666666666666667,0.043478260869565216,0.0,0.0
0.021366669,0.004666667,0.0103,0.012633334,0.0072000003,0.009533334,0.0037499995,0.010316667,0.0062499996,0.028983332,0.0,0.0,0.06666666666666667,0.08695652173913043,0.0,0.0
0.023450002,0.004666667,0.01035,0.011383333,0.0066333325,0.008333333,0.0049500004,0.008749999,0.0050500003,0.025316669,0.0,0.0,0.06666666666666667,0.13043478260869565,0.0,0.0
0.024533333,0.00815,0.013416667,0.012266667,0.0067,0.0112333335,0.0055666664,0.007816666,0.0050166664,0.0247,0.0,0.0,0.06666666666666667,0.17391304347826086,0.0,0.0
0.030199999,0.019733332,0.030833332,0.021183332,0.010333334,0.017883332,0.01405,0.0084,0.007833334,0.026816666,0.0,0.0,0.06666666666666667,0.21739130434782608,0.0,0.0
0.051799998,0.056733336,0.09125,0.056966666,0.020449998,0.038433336,0.024983332,0.0105,0.02195,0.03443333,0.0,0.0,0.06666666666666667,0.2608695652173913,0.0,0.0
0.07403333,0.08243333,0.15075,0.08225,0.043383334,0.057599995,0.0484,0.020633334,0.04565,0.052683335,0.0,0.0,0.06666666666666667,0.30434782608695654,0.0,0.0
0.06018333,0.10175001,0.112683326,0.0898,0.06581666,0.0592,0.06548333,0.033033334,0.07276667,0.068633325,0.0,0.0,0.06666666666666667,0.34782608695652173,0.0,0.0
0.06285,0.08658334,0.09763334,0.0907,0.0691,0.055100005,0.055700004,0.04678333,0.068383336,0.07045,0.0,0.0,0.06666666666666667,0.391304347826087,0.0,0.0
0.06995001,0.076400004,0.09436667,0.084816664,0.06506667,0.044583336,0.047116667,0.0442,0.06735001,0.072066665,0.0,0.0,0.06666666666666667,0.43478260869565216,0.0,0.0
0.07096667,0.059100002,0.09531667,0.07833333,0.0581,0.035699997,0.035533335,0.041366667,0.056649998,0.0661,0.0,0.0,0.06666666666666667,0.4782608695652174,0.0,0.0
0.072450005,0.04888333,0.09053334,0.08125,0.05558333,0.038083334,0.028833335,0.043416664,0.05183333,0.06491666,0.0,0.0,0.06666666666666667,0.5217391304347826,0.0,0.0
0.072566666,0.051149998,0.09406667,0.08268333,0.059350003,0.036199998,0.027516669,0.04901667,0.05826667,0.06775,0.0,0.0,0.06666666666666667,0.5652173913043478,0.0,0.0
0.06966666,0.051483333,0.093333334,0.08651667,0.056416664,0.034783334,0.027466664,0.061983332,0.06475,0.07125,0.0,0.0,0.06666666666666667,0.6086956521739131,0.0,0.0
0.06976666,0.053733334,0.09683334,0.088033326,0.06926667,0.0412,0.030166665,0.067666665,0.07703333,0.07331667,0.0,0.0,0.06666666666666667,0.6521739130434783,0.0,0.0
0.06626666,0.04536667,0.0859,0.09508333,0.25848335,0.04765,0.023116665,0.07901666,0.13765,0.07936667,0.0,0.0,0.06666666666666667,0.6956521739130435,0.0,0.0
0.06026667,0.0395,0.08918333,0.10456667,0.07785001,0.043883335,0.023316666,0.09875,0.19296665,0.086833335,0.0,0.0,0.06666666666666667,0.7391304347826086,0.0,0.0
0.059166666,0.0443,0.08028334,0.14905001,0.07513333,0.04811667,0.0286,0.24453335,0.22581665,0.11733333,0.0,0.0,0.06666666666666667,0.782608695652174,0.0,0.0
0.055099998,0.034849998,0.07401667,0.10955,0.06413333,0.036216665,0.026216665,0.15365,0.06938333,0.109450005,0.0,0.0,0.06666666666666667,0.8260869565217391,0.0,0.0
0.043583333,0.025150001,0.054149996,0.06553333,0.041,0.0242,0.023133332,0.058650002,0.03671667,0.06933334,0.0,0.0,0.06666666666666667,0.8695652173913043,0.0,0.0
0.03593333,0.018883333,0.043783337,0.046816666,0.02965,0.020266665,0.018250002,0.04106667,0.02855,0.058849994,0.0,0.0,0.06666666666666667,0.9130434782608695,0.0,0.0
0.033916667,0.017366666,0.042350005,0.0402,0.026166668,0.017166667,0.017816667,0.037116665,0.021133333,0.05378333,0.0,0.0,0.06666666666666667,0.9565217391304348,0.0,0.0
0.028916666,0.016533334,0.036283333,0.031366665,0.026183331,0.015116666,0.017350001,0.028516667,0.01645,0.049183335,0.0,0.0,0.06666666666666667,1.0,0.0,0.0
0.024983333,0.010233334,0.019816665,0.024866669,0.018216666,0.01345,0.012066666,0.018833334,0.013233334,0.043233335,0.0,0.0,0.1,0.0,0.0,0.0
0.023500001,0.0066666664,0.01445,0.01575,0.011549999,0.0064999997,0.01055,0.013116666,0.0074833333,0.034133334,0.0,0.0,0.1,0.043478260869565216,0.0,0.0
0.0233,0.0045166668,0.013366666,0.011999999,0.010366666,0.006383333,0.010450001,0.0115,0.00465,0.031333335,0.0,0.0,0.1,0.08695652173913043,0.0,0.0
0.022066668,0.0043833335,0.011366668,0.011033334,0.00925,0.00495,0.00965,0.008916666,0.0060666665,0.02695,0.0,0.0,0.1,0.13043478260869565,0.0,0.0
0.025716668,0.009,0.015583334,0.013450001,0.0068333335,0.0073666666,0.013733334,0.008116667,0.0059166667,0.025033334,0.0,0.0,0.1,0.17391304347826086,0.0,0.0
0.03145,0.019433333,0.036000002,0.0229,0.0104,0.01305,0.017533334,0.008066666,0.0103,0.03011667,0.0,0.0,0.1,0.21739130434782608,0.0,0.0
0.052,0.0552,0.099249996,0.060483333,0.020949999,0.031583335,0.03255,0.010316667,0.018966665,0.0388,0.0,0.0,0.1,0.2608695652173913,0.0,0.0
0.06301666,0.078433335,0.22623335,0.0839,0.053183332,0.047116667,0.046483334,0.019216668,0.041300002,0.053349998,0.0,0.0,0.1,0.30434782608695654,0.0,0.0
0.052399997,0.091666676,0.19985001,0.089549996,0.072733335,0.048750002,0.05928333,0.032133333,0.06965,0.07216667,0.0,0.0,0.1,0.34782608695652173,0.0,0.0
0.07219999,0.08484999,0.12408333,0.08685001,0.0808,0.039166667,0.04895,0.040233333,0.06791667,0.07998333,0.0,0.0,0.1,0.391304347826087,0.0,0.0
0.058166668,0.076416664,0.08811667,0.07966667,0.07691667,0.038083334,0.03885,0.040216666,0.05891667,0.05703333,0.0,0.0,0.1,0.43478260869565216,0.0,0.0
0.03968333,0.055816665,0.07356667,0.07198333,0.059466664,0.03335,0.02585,0.0372,0.054116666,0.072333336,0.0,0.0,0.1,0.4782608695652174,0.0,0.0
0.04455,0.044600006,0.081,0.06736667,0.05998333,0.030200003,0.0204,0.043433335,0.049583334,0.05756667,0.0,0.0,0.1,0.5217391304347826,0.0,0.0
0.042316664,0.045533333,0.07948333,0.070149995,0.058416665,0.030283334,0.020383334,0.047266662,0.053733334,0.064666666,0.0,0.0,0.1,0.5652173913043478,0.0,0.0
0.043383334,0.046116665,0.08111667,0.07463333,0.0502,0.023333333,0.021016667,0.053366665,0.055749997,0.06476667,0.0,0.0,0.1,0.6086956521739131,0.0,0.0
0.042533338,0.048833337,0.08658334,0.079066664,0.053916663,0.027133333,0.018983332,0.065633334,0.061366666,0.069416665,0.0,0.0,0.1,0.6521739130434783,0.0,0.0
0.043783333,0.0452,0.07986667,0.089316666,0.056416664,0.04883333,0.017800001,0.08503333,0.062450003,0.075950004,0.0,0.0,0.1,0.6956521739130435,0.0,0.0
0.05,0.039583337,0.0786,0.088800006,0.059416667,0.027966663,0.019883333,0.106883325,0.10639999,0.07896668,0.0,0.0,0.1,0.7391304347826086,0.0,0.0
0.05018333,0.036266666,0.082383335,0.09463333,0.061333332,0.022883333,0.019166667,0.07695,0.05888334,0.08098333,0.0,0.0,0.1,0.782608695652174,0.0,0.0
0.046266664,0.030133335,0.06891666,0.07355,0.05183333,0.03248333,0.018966665,0.061983336,0.044133335,0.073983334,0.0,0.0,0.1,0.8260869565217391,0.0,0.0
0.039766666,0.025733335,0.05021667,0.057033334,0.034933336,0.017233333,0.013099999,0.046283334,0.030983334,0.05943333,0.0,0.0,0.1,0.8695652173913043,0.0,0.0
0.035433333,0.021949999,0.040733334,0.044150006,0.022083335,0.013983333,0.013750001,0.039199997,0.022083335,0.05398333,0.0,0.0,0.1,0.9130434782608695,0.0,0.0
0.033,0.018383333,0.036716666,0.038233332,0.022133334,0.01115,0.010633334,0.031650003,0.0186,0.049083333,0.0,0.0,0.1,0.9565217391304348,0.0,0.0
0.02825,0.017583333,0.030200003,0.047266666,0.022016667,0.0101,0.011700001,0.026883334,0.018116666,0.048383337,0.0,0.0,0.1,1.0,0.0,0.0
0.023883333,0.0105,0.020566666,0.024950003,0.0186,0.0075499997,0.008783334,0.022466667,0.014216666,0.043599997,0.0,0.0,0.13333333333333333,0.0,0.0,0.0
0.020066667,0.008166667,0.0137,0.019533334,0.014466666,0.0053499998,0.0065333336,0.015633333,0.008883334,0.03655,0.0,0.0,0.13333333333333333,0.043478260869565216,0.0,0.0
0.021183332,0.00525,0.008683333,0.0128999995,0.00935,0.0038000003,0.005683334,0.011316665,0.0060166665,0.030833336,0.0,0.0,0.13333333333333333,0.08695652173913043,0.0,0.0
0.020566668,0.0044833333,0.008683334,0.010000001,0.010083334,0.003383333,0.00515,0.0103,0.005683333,0.02725,0.0,0.0,0.13333333333333333,0.13043478260869565,0.0,0.0
0.02055,0.005766666,0.009666666,0.0095833335,0.0077333334,0.0042333333,0.005766667,0.007916667,0.003433333,0.0254,0.0,0.0,0.13333333333333333,0.17391304347826086,0.0,0.0
0.022616668,0.010933333,0.014150001,0.009533334,0.005666667,0.006616667,0.0066166664,0.007866667,0.0045,0.025283335,0.0,0.0,0.13333333333333333,0.21739130434782608,0.0,0.0
0.028233334,0.0182,0.0247,0.017016666,0.008166667,0.0075499997,0.007900001,0.009166666,0.0067,0.02875,0.0,0.0,0.13333333333333333,0.2608695652173913,0.0,0.0
0.03376667,0.021083334,0.032183334,0.02185,0.014733334,0.0107166665,0.01275,0.0116,0.010733333,0.0333,0.0,0.0,0.13333333333333333,0.30434782608695654,0.0,0.0
0.036116667,0.027166665,0.036816668,0.030800002,0.021,0.0145000005,0.01555,0.015516668,0.01745,0.04136667,0.0,0.0,0.13333333333333333,0.34782608695652173,0.0,0.0
0.045849998,0.035616666,0.051483333,0.042716667,0.023916667,0.015983334,0.016800001,0.023249999,0.026433334,0.048800003,0.0,0.0,0.13333333333333333,0.391304347826087,0.0,0.0
0.054266673,0.037016667,0.07055,0.050433334,0.031799998,0.020733332,0.016116668,0.031466667,0.034733333,0.05601667,0.0,0.0,0.13333333333333333,0.43478260869565216,0.0,0.0
0.06356666,0.037966665,0.07586666,0.0583,0.0351,0.023816666,0.01575,0.043899998,0.04236667,0.06213333,0.0,0.0,0.13333333333333333,0.4782608695652174,0.0,0.0
0.0666,0.041383334,0.08293333,0.06933333,0.045716662,0.025716668,0.018483335,0.048883334,0.052533332,0.07766666,0.0,0.0,0.13333333333333333,0.5217391304347826,0.0,0.0
0.060066666,0.041816667,0.0842,0.077866666,0.045916665,0.031149998,0.019333333,0.056199998,0.056266665,0.07371666,0.0,0.0,0.13333333333333333,0.5652173913043478,0.0,0.0
0.06451666,0.047199998,0.08098333,0.083166674,0.0437,0.02876667,0.02105,0.050333332,0.048166666,0.0711,0.0,0.0,0.13333333333333333,0.6086956521739131,0.0,0.0
0.05915,0.045416668,0.07806667,0.08059999,0.044216666,0.030066667,0.021499999,0.051699996,0.047999997,0.075333335,0.0,0.0,0.13333333333333333,0.6521739130434783,0.0,0.0
0.060916673,0.0382,0.07548333,0.07795,0.041800003,0.028316667,0.01865,0.055183336,0.049883336,0.071433336,0.0,0.0,0.13333333333333333,0.6956521739130435,0.0,0.0
0.060383335,0.035633333,0.069866665,0.06916667,0.041016668,0.030199999,0.018433332,0.05443333,0.04303333,0.06893333,0.0,0.0,0.13333333333333333,0.7391304347826086,0.0,0.0
0.05491666,0.033283334,0.07433333,0.073983334,0.04075,0.025133334,0.016999999,0.054083332,0.040833335,0.06939999,0.0,0.0,0.13333333333333333,0.782608695652174,0.0,0.0
0.05065,0.032983337,0.065683335,0.069,0.035633337,0.023033334,0.0175,0.04565,0.033933334,0.06833333,0.0,0.0,0.13333333333333333,0.8260869565217391,0.0,0.0
0.04338333,0.025433332,0.054916665,0.051483333,0.031516667,0.018,0.0146,0.03866667,0.029316666,0.06033333,0.0,0.0,0.13333333333333333,0.8695652173913043,0.0,0.0
0.037933335,0.023233334,0.043,0.04461667,0.024116665,0.015283334,0.014216666,0.03515,0.0224,0.05666667,0.0,0.0,0.13333333333333333,0.9130434782608695,0.0,0.0
0.036083333,0.023599999,0.044216666,0.03935,0.0248,0.014883335,0.013183334,0.033183333,0.022833332,0.05673333,0.0,0.0,0.13333333333333333,0.9565217391304348,0.0,0.0
0.03385,0.018816667,0.039016664,0.038283333,0.026083333,0.011266667,0.012133334,0.0311,0.022833332,0.056799997,0.0,0.0,0.13333333333333333,1.0,0.0,0.0
0.02645,0.013283332,0.0237,0.030599998,0.02325,0.007166667,0.009683334,0.025383333,0.015483334,0.04885,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
0.023216667,0.008083333,0.015766667,0.021016667,0.015516668,0.005666667,0.0099,0.01615,0.00985,0.039383333,0.0,0.0,0.16666666666666666,0.043478260869565216,0.0,0.0
0.020083334,0.005783334,0.011383333,0.013483333,0.014383334,0.003383333,0.008316667,0.015216666,0.005666667,0.031866666,0.0,0.0,0.16666666666666666,0.08695652173913043,0.0,0.0
0.01895,0.0049833334,0.008666666,0.011666666,0.011816666,0.0028999997,0.0067999996,0.0106666675,0.0041833334,0.028733334,0.0,0.0,0.16666666666666666,0.13043478260869565,0.0,0.0
0.019266667,0.004333333,0.0082,0.008266667,0.00805,0.0027666667,0.005316667,0.009083333,0.0024833332,0.025566667,0.0,0.0,0.16666666666666666,0.17391304347826086,0.0,0.0
0.0206,0.006483333,0.011116668,0.006433333,0.0048166667,0.00315,0.0050333333,0.008416667,0.00325,0.025666669,0.0,0.0,0.16666666666666666,0.21739130434782608,0.0,0.0
0.023516664,0.011483333,0.014850001,0.0087,0.0055666664,0.005316667,0.008433334,0.008816667,0.00385,0.026783332,0.0,0.0,0.16666666666666666,0.2608695652173913,0.0,0.0
0.029833334,0.011383333,0.022083335,0.014049999,0.008616666,0.0063666664,0.012683335,0.011466667,0.006766666,0.030366667,0.0,0.0,0.16666666666666666,0.30434782608695654,0.0,0.0
0.027949998,0.013750001,0.0223,0.018316666,0.0112,0.0085166665,0.011533334,0.012816668,0.0097,0.035066664,0.0,0.0,0.16666666666666666,0.34782608695652173,0.0,0.0
0.036516666,0.017983332,0.031633332,0.025800003,0.015683334,0.009633333,0.0137,0.017016666,0.014483333,0.03843334,0.0,0.0,0.16666666666666666,0.391304347826087,0.0,0.0
0.045416664,0.0268,0.053516667,0.036733333,0.02125,0.014933333,0.0157,0.025866665,0.022266665,0.04795,0.0,0.0,0.16666666666666666,0.43478260869565216,0.0,0.0
0.052533332,0.031683337,0.06531667,0.053850006,0.028266668,0.020166667,0.021816665,0.030466668,0.03185,0.057600003,0.0,0.0,0.16666666666666666,0.4782608695652174,0.0,0.0
0.05506666,0.033449996,0.07348333,0.058333337,0.034483336,0.022049999,0.025883332,0.0401,0.0334,0.061350003,0.0,0.0,0.16666666666666666,0.5217391304347826,0.0,0.0
0.06381667,0.03878333,0.0723,0.06916667,0.0382,0.024916666,0.02625,0.04788333,0.0389,0.066933334,0.0,0.0,0.16666666666666666,0.5652173913043478,0.0,0.0
0.064166665,0.04356667,0.07878333,0.076633334,0.0385,0.02895,0.027900001,0.053549994,0.03985,0.0697,0.0,0.0,0.16666666666666666,0.6086956521739131,0.0,0.0
0.060183335,0.04255,0.07975,0.07526667,0.04238333,0.027950002,0.0274,0.056199998,0.039916668,0.073816665,0.0,0.0,0.16666666666666666,0.6521739130434783,0.0,0.0
0.062000003,0.04145,0.08183333,0.07656667,0.042266667,0.029733336,0.026633332,0.052,0.0422,0.07576666,0.0,0.0,0.16666666666666666,0.6956521739130435,0.0,0.0
0.059633333,0.041333333,0.07818333,0.07263333,0.040666666,0.031416666,0.020933332,0.051949997,0.039666668,0.07055,0.0,0.0,0.16666666666666666,0.7391304347826086,0.0,0.0
0.058033332,0.038983334,0.0793,0.07078334,0.043500002,0.0308,0.022866668,0.04983333,0.0365,0.06886667,0.0,0.0,0.16666666666666666,0.782608695652174,0.0,0.0
0.0527,0.032366667,0.07415,0.063883334,0.03635,0.027849996,0.020633334,0.044866666,0.033400003,0.06516667,0.0,0.0,0.16666666666666666,0.8260869565217391,0.0,0.0
0.044333335,0.026833333,0.057166666,0.05353333,0.0324,0.0237,0.017433334,0.03596667,0.027016668,0.058150005,0.0,0.0,0.16666666666666666,0.8695652173913043,0.0,0.0
0.037566666,0.025283335,0.050016668,0.04195,0.028333336,0.0194,0.01705,0.03045,0.023850001,0.057233334,0.0,0.0,0.16666666666666666,0.9130434782608695,0.0,0.0
0.03345,0.019766666,0.044733334,0.037166666,0.0264,0.015,0.014933333,0.026116667,0.017516667,0.051499996,0.0,0.0,0.16666666666666666,0.9565217391304348,0.0,0.0
0.030116668,0.014366668,0.03443333,0.027416669,0.023433333,0.0112000005,0.010650001,0.020466665,0.012866666,0.046650004,0.0,0.0,0.16666666666666666,1.0,0.0,0.0
0.023933334,0.011316667,0.023116669,0.021750001,0.015166666,0.010033333,0.009216666,0.014433333,0.0083,0.039433334,0.0,0.0,0.2,0.0,0.0,0.0
0.022249999,0.00595,0.011516667,0.013233334,0.01205,0.00675,0.0063,0.0126,0.0070666666,0.0331,0.0,0.0,0.2,0.043478260869565216,0.0,0.0
0.021316668,0.004833333,0.0086,0.009633333,0.0070833336,0.0041333335,0.0061999992,0.00875,0.0037166665,0.027733333,0.0,0.0,0.2,0.08695652173913043,0.0,0.0
0.021183332,0.00405,0.008466667,0.0070666666,0.0079499995,0.004216667,0.0058,0.0076333326,0.0036333331,0.025116667,0.0,0.0,0.2,0.13043478260869565,0.0,0.0
0.02375,0.008016666,0.0117500005,0.010583334,0.0073666666,0.007716667,0.00685,0.0072500003,0.0052666664,0.024016665,0.0,0.0,0.2,0.17391304347826086,0.0,0.0
0.028916666,0.0199,0.032933336,0.021449998,0.009733334,0.013333333,0.014166665,0.007833333,0.008450001,0.025633335,0.0,0.0,0.2,0.21739130434782608,0.0,0.0
0.058583334,0.044666667,0.11163333,0.06278333,0.020299999,0.034283336,0.026400002,0.012533333,0.021583334,0.0359,0.0,0.0,0.2,0.2608695652173913,0.0,0.0
0.16153334,0.08653333,0.21568333,0.0904,0.045833334,0.060966667,0.062083334,0.020299999,0.041350003,0.05508333,0.0,0.0,0.2,0.30434782608695654,0.0,0.0
0.060933333,0.23638332,0.41126665,0.09615,0.06916667,0.057266667,0.07174999,0.040183336,0.07666667,0.075833336,0.0,0.0,0.2,0.34782608695652173,0.0,0.0
0.06788333,0.19378333,0.2654,0.094166666,0.067433335,0.049700003,0.0639,0.049483333,0.07711667,0.07533333,0.0,0.0,0.2,0.391304347826087,0.0,0.0
0.065233335,0.10133333,0.10655,0.08505001,0.06643333,0.03955,0.05325,0.0407,0.061800003,0.0684,0.0,0.0,0.2,0.43478260869565216,0.0,0.0
0.06465,0.05951667,0.090333335,0.08526666,0.05813333,0.033816665,0.031766664,0.039416667,0.052650005,0.06266666,0.0,0.0,0.2,0.4782608695652174,0.0,0.0
0.06506667,0.050600003,0.08568332,0.077916674,0.05825,0.029116666,0.022933332,0.045350004,0.049,0.063716665,0.0,0.0,0.2,0.5217391304347826,0.0,0.0
0.066983335,0.049083333,0.085083336,0.07616667,0.06071667,0.0307,0.021666668,0.052866668,0.052249998,0.06558334,0.0,0.0,0.2,0.5652173913043478,0.0,0.0
0.06735,0.051066667,0.09301666,0.07796667,0.05873334,0.028533334,0.0241,0.055916667,0.05271666,0.06801667,0.0,0.0,0.2,0.6086956521739131,0.0,0.0
0.06616667,0.05,0.08603334,0.09081667,0.06493333,0.03426667,0.022916667,0.06786667,0.061283335,0.07063334,0.0,0.0,0.2,0.6521739130434783,0.0,0.0
0.06633333,0.046733335,0.08608333,0.09548333,0.072466664,0.03471667,0.022166668,0.088983335,0.11783334,0.08223334,0.0,0.0,0.2,0.6956521739130435,0.0,0.0
0.0641,0.04258333,0.07836666,0.09696666,0.073133335,0.0341,0.023,0.08969999,0.20814998,0.08831667,0.0,0.0,0.2,0.7391304347826086,0.0,0.0
0.06558333,0.044216666,0.08465,0.10681667,0.07478333,0.039033335,0.028516667,0.19478333,0.16245,0.11186666,0.0,0.0,0.2,0.782608695652174,0.0,0.0
0.056300003,0.034083333,0.070549995,0.089766674,0.067316666,0.026566664,0.021233333,0.20456666,0.07935,0.10045,0.0,0.0,0.2,0.8260869565217391,0.0,0.0
0.045950007,0.025633335,0.05378333,0.06,0.0469,0.021683333,0.0173,0.0684,0.035666667,0.07145,0.0,0.0,0.2,0.8695652173913043,0.0,0.0
0.036666665,0.020783333,0.046650004,0.046066668,0.0326,0.015733333,0.016500002,0.0446,0.024899999,0.058966666,0.0,0.0,0.2,0.9130434782608695,0.0,0.0
0.03345,0.017516667,0.039933335,0.036716666,0.025966665,0.012033333,0.0145333335,0.032199997,0.021683333,0.05445,0.0,0.0,0.2,0.9565217391304348,0.0,0.0
0.02625,0.0140333325,0.040116668,0.039233334,0.025349999,0.010283333,0.010949999,0.026666665,0.014933334,0.04588333,0.0,0.0,0.2,1.0,0.0,0.0
0.024933333,0.008783334,0.019216666,0.02805,0.015616667,0.0066499994,0.0106666675,0.0164,0.00995,0.03975,0.0,0.0,0.23333333333333334,0.0,0.0,0.0
0.022866666,0.0042833337,0.011833333,0.014233333,0.011050001,0.005783333,0.0056000003,0.011333334,0.0069,0.031216666,0.0,0.0,0.23333333333333334,0.043478260869565216,0.0,0.0
0.022550002,0.0045,0.010116666,0.010183333,0.007716667,0.005316667,0.00395,0.0094,0.0046166666,0.026966667,0.0,0.0,0.23333333333333334,0.08695652173913043,0.0,0.0
0.021433333,0.0042666667,0.010466666,0.010333333,0.007883334,0.005316667,0.0071666664,0.0079,0.00415,0.025033334,0.0,0.0,0.23333333333333334,0.13043478260869565,0.0,0.0
0.024633333,0.008716666,0.01575,0.011466667,0.0075333337,0.00705,0.0084,0.008083333,0.0052666664,0.024766667,0.0,0.0,0.23333333333333334,0.17391304347826086,0.0,0.0
0.030583335,0.020083332,0.03465,0.023283333,0.009366667,0.012666668,0.011966667,0.007816668,0.009166666,0.025983334,0.0,0.0,0.23333333333333334,0.21739130434782608,0.0,0.0
0.05793333,0.06131667,0.09215,0.061983336,0.020333333,0.035666667,0.0225,0.011849999,0.020716667,0.034566667,0.0,0.0,0.23333333333333334,0.2608695652173913,0.0,0.0
0.1308,0.08493334,0.23076667,0.09685,0.052133333,0.058699995,0.04608333,0.019833332,0.046550002,0.052566666,0.0,0.0,0.23333333333333334,0.30434782608695654,0.0,0.0
0.0584,0.10285,0.26281667,0.115833335,0.07213333,0.059116673,0.07661667,0.039916668,0.079283334,0.07771667,0.0,0.0,0.23333333333333334,0.34782608695652173,0.0,0.0
0.06281667,0.08875,0.14283334,0.09681667,0.067883335,0.048783332,0.062466666,0.049583334,0.07901667,0.07788334,0.0,0.0,0.23333333333333334,0.391304347826087,0.0,0.0
0.06786667,0.072433345,0.089933336,0.08168333,0.0668,0.036966667,0.040066667,0.044833332,0.06416666,0.06926667,0.0,0.0,0.23333333333333334,0.43478260869565216,0.0,0.0
